,Entity,Code,Year,Political regime
9255,France,FRA,1976,3
9256,France,FRA,1977,3
9257,France,FRA,1978,3
9258,France,FRA,1979,3
9259,France,FRA,1980,3
9260,France,FRA,1981,3
9261,France,FRA,1982,3
9262,France,FRA,1983,3
9263,France,FRA,1984,3
9264,France,FRA,1985,3
9265,France,FRA,1986,3
9266,France,FRA,1987,3
9267,France,FRA,1988,3
9268,France,FRA,1989,3
9351,Gabon,GAB,1961,1
9352,Gabon,GAB,1962,1
9353,Gabon,GAB,1963,1
9354,Gabon,GAB,1964,0
9355,Gabon,GAB,1965,0
9356,Gabon,GAB,1966,0
9357,Gabon,GAB,1967,0
9358,Gabon,GAB,1968,0
9359,Gabon,GAB,1969,0
9360,Gabon,GAB,1970,0
9361,Gabon,GAB,1971,0
9362,Gabon,GAB,1972,0
9363,Gabon,GAB,1973,0
9364,Gabon,GAB,1974,0
9365,Gabon,GAB,1975,0
9366,Gabon,GAB,1976,0
9367,Gabon,GAB,1977,0
9368,Gabon,GAB,1978,0
9369,Gabon,GAB,1979,0
9370,Gabon,GAB,1980,0
9371,Gabon,GAB,1981,0
9372,Gabon,GAB,1982,0
9373,Gabon,GAB,1983,0
9374,Gabon,GAB,1984,0
9375,Gabon,GAB,1985,0
9376,Gabon,GAB,1986,0
9377,Gabon,GAB,1987,0
9378,Gabon,GAB,1988,0
9379,Gabon,GAB,1989,0
9472,Gambia,GMB,1961,0
9473,Gambia,GMB,1962,1
9474,Gambia,GMB,1963,1
9475,Gambia,GMB,1964,1
9476,Gambia,GMB,1965,1
9477,Gambia,GMB,1966,1
9478,Gambia,GMB,1967,1
9479,Gambia,GMB,1968,1
9480,Gambia,GMB,1969,1
9481,Gambia,GMB,1970,1
9482,Gambia,GMB,1971,2
9483,Gambia,GMB,1972,1
9484,Gambia,GMB,1973,1
9485,Gambia,GMB,1974,1
9486,Gambia,GMB,1975,1
9487,Gambia,GMB,1976,1
9488,Gambia,GMB,1977,1
9489,Gambia,GMB,1978,1
9490,Gambia,GMB,1979,1
9491,Gambia,GMB,1980,1
9492,Gambia,GMB,1981,1
9493,Gambia,GMB,1982,1
9494,Gambia,GMB,1983,1
9495,Gambia,GMB,1984,1
9496,Gambia,GMB,1985,1
9497,Gambia,GMB,1986,1
9498,Gambia,GMB,1987,1
9499,Gambia,GMB,1988,1
9500,Gambia,GMB,1989,1
9692,Georgia,GEO,1961,0
9693,Georgia,GEO,1962,0
9694,Georgia,GEO,1963,0
9695,Georgia,GEO,1964,0
9696,Georgia,GEO,1965,0
9697,Georgia,GEO,1966,0
9698,Georgia,GEO,1967,0
9699,Georgia,GEO,1968,0
9700,Georgia,GEO,1969,0
9701,Georgia,GEO,1970,0
9702,Georgia,GEO,1971,0
9703,Georgia,GEO,1972,0
9704,Georgia,GEO,1973,0
9705,Georgia,GEO,1974,0
9706,Georgia,GEO,1975,0
9707,Georgia,GEO,1976,0
9708,Georgia,GEO,1977,0
9709,Georgia,GEO,1978,0
9710,Georgia,GEO,1979,0
9711,Georgia,GEO,1980,0
9712,Georgia,GEO,1981,0
9713,Georgia,GEO,1982,0
9714,Georgia,GEO,1983,0
9715,Georgia,GEO,1984,0
9716,Georgia,GEO,1985,0
9717,Georgia,GEO,1986,0
9718,Georgia,GEO,1987,0
9719,Georgia,GEO,1988,0
9720,Georgia,GEO,1989,0
9764,German Democratic Republic,,1961,0
9765,German Democratic Republic,,1962,0
9766,German Democratic Republic,,1963,0
9767,German Democratic Republic,,1964,0
9768,German Democratic Republic,,1965,0
9769,German Democratic Republic,,1966,0
9770,German Democratic Republic,,1967,0
9771,German Democratic Republic,,1968,0
9772,German Democratic Republic,,1969,0
9773,German Democratic Republic,,1970,0
9774,German Democratic Republic,,1971,0
9775,German Democratic Republic,,1972,0
9776,German Democratic Republic,,1973,0
9777,German Democratic Republic,,1974,0
9778,German Democratic Republic,,1975,0
9779,German Democratic Republic,,1976,0
9780,German Democratic Republic,,1977,0
9781,German Democratic Republic,,1978,0
9782,German Democratic Republic,,1979,0
9783,German Democratic Republic,,1980,0
9784,German Democratic Republic,,1981,0
9785,German Democratic Republic,,1982,0
9786,German Democratic Republic,,1983,0
9787,German Democratic Republic,,1984,0
9788,German Democratic Republic,,1985,0
9789,German Democratic Republic,,1986,0
9790,German Democratic Republic,,1987,0
9791,German Democratic Republic,,1988,0
9792,German Democratic Republic,,1989,0
9962,Germany,DEU,1961,3
9963,Germany,DEU,1962,3
9964,Germany,DEU,1963,3
9965,Germany,DEU,1964,3
9966,Germany,DEU,1965,3
9967,Germany,DEU,1966,3
9968,Germany,DEU,1967,3
9969,Germany,DEU,1968,3
9970,Germany,DEU,1969,3
9971,Germany,DEU,1970,3
9972,Germany,DEU,1971,3
9973,Germany,DEU,1972,3
9974,Germany,DEU,1973,3
9975,Germany,DEU,1974,3
9976,Germany,DEU,1975,3
9977,Germany,DEU,1976,3
9978,Germany,DEU,1977,3
9979,Germany,DEU,1978,3
9980,Germany,DEU,1979,3
9981,Germany,DEU,1980,3
9982,Germany,DEU,1981,3
9983,Germany,DEU,1982,3
9984,Germany,DEU,1983,3
9985,Germany,DEU,1984,3
9986,Germany,DEU,1985,3
9987,Germany,DEU,1986,3
9988,Germany,DEU,1987,3
9989,Germany,DEU,1988,3
9990,Germany,DEU,1989,3
10081,Ghana,GHA,1961,1
10082,Ghana,GHA,1962,1
10083,Ghana,GHA,1963,1
10084,Ghana,GHA,1964,1
10085,Ghana,GHA,1965,1
10086,Ghana,GHA,1966,0
10087,Ghana,GHA,1967,0
10088,Ghana,GHA,1968,0
10089,Ghana,GHA,1969,1
10090,Ghana,GHA,1970,1
10091,Ghana,GHA,1971,1
10092,Ghana,GHA,1972,1
10093,Ghana,GHA,1973,0
10094,Ghana,GHA,1974,0
10095,Ghana,GHA,1975,0
10096,Ghana,GHA,1976,0
10097,Ghana,GHA,1977,0
10098,Ghana,GHA,1978,0
10099,Ghana,GHA,1979,1
10100,Ghana,GHA,1980,2
10101,Ghana,GHA,1981,0
10102,Ghana,GHA,1982,0
10103,Ghana,GHA,1983,0
10104,Ghana,GHA,1984,0
10105,Ghana,GHA,1985,0
10106,Ghana,GHA,1986,0
10107,Ghana,GHA,1987,0
10108,Ghana,GHA,1988,0
10109,Ghana,GHA,1989,0
10311,Greece,GRC,1961,1
10312,Greece,GRC,1962,1
10313,Greece,GRC,1963,1
10314,Greece,GRC,1964,1
10315,Greece,GRC,1965,1
10316,Greece,GRC,1966,1
10317,Greece,GRC,1967,0
10318,Greece,GRC,1968,0
10319,Greece,GRC,1969,0
10320,Greece,GRC,1970,0
10321,Greece,GRC,1971,0
10322,Greece,GRC,1972,0
10323,Greece,GRC,1973,0
10324,Greece,GRC,1974,1
10325,Greece,GRC,1975,2
10326,Greece,GRC,1976,3
10327,Greece,GRC,1977,3
10328,Greece,GRC,1978,3
10329,Greece,GRC,1979,3
10330,Greece,GRC,1980,3
10331,Greece,GRC,1981,3
10332,Greece,GRC,1982,3
10333,Greece,GRC,1983,3
10334,Greece,GRC,1984,3
10335,Greece,GRC,1985,3
10336,Greece,GRC,1986,3
10337,Greece,GRC,1987,3
10338,Greece,GRC,1988,3
10339,Greece,GRC,1989,3
10539,Guatemala,GTM,1961,0
10540,Guatemala,GTM,1962,0
10541,Guatemala,GTM,1963,0
10542,Guatemala,GTM,1964,0
10543,Guatemala,GTM,1965,0
10544,Guatemala,GTM,1966,1
10545,Guatemala,GTM,1967,1
10546,Guatemala,GTM,1968,1
10547,Guatemala,GTM,1969,1
10548,Guatemala,GTM,1970,1
10549,Guatemala,GTM,1971,1
10550,Guatemala,GTM,1972,1
10551,Guatemala,GTM,1973,1
10552,Guatemala,GTM,1974,1
10553,Guatemala,GTM,1975,1
10554,Guatemala,GTM,1976,1
10555,Guatemala,GTM,1977,1
10556,Guatemala,GTM,1978,1
10557,Guatemala,GTM,1979,1
10558,Guatemala,GTM,1980,1
10559,Guatemala,GTM,1981,1
10560,Guatemala,GTM,1982,0
10561,Guatemala,GTM,1983,0
10562,Guatemala,GTM,1984,0
10563,Guatemala,GTM,1985,0
10564,Guatemala,GTM,1986,1
10565,Guatemala,GTM,1987,1
10566,Guatemala,GTM,1988,1
10567,Guatemala,GTM,1989,1
10660,Guinea,GIN,1961,1
10661,Guinea,GIN,1962,0
10662,Guinea,GIN,1963,0
10663,Guinea,GIN,1964,0
10664,Guinea,GIN,1965,0
10665,Guinea,GIN,1966,0
10666,Guinea,GIN,1967,0
10667,Guinea,GIN,1968,0
10668,Guinea,GIN,1969,0
10669,Guinea,GIN,1970,0
10670,Guinea,GIN,1971,0
10671,Guinea,GIN,1972,0
10672,Guinea,GIN,1973,0
10673,Guinea,GIN,1974,0
10674,Guinea,GIN,1975,0
10675,Guinea,GIN,1976,0
10676,Guinea,GIN,1977,0
10677,Guinea,GIN,1978,0
10678,Guinea,GIN,1979,0
10679,Guinea,GIN,1980,0
10680,Guinea,GIN,1981,0
10681,Guinea,GIN,1982,0
10682,Guinea,GIN,1983,0
10683,Guinea,GIN,1984,0
10684,Guinea,GIN,1985,0
10685,Guinea,GIN,1986,0
10686,Guinea,GIN,1987,0
10687,Guinea,GIN,1988,0
10688,Guinea,GIN,1989,0
10781,Guinea-Bissau,GNB,1961,0
10782,Guinea-Bissau,GNB,1962,0
10783,Guinea-Bissau,GNB,1963,0
10784,Guinea-Bissau,GNB,1964,0
10785,Guinea-Bissau,GNB,1965,0
10786,Guinea-Bissau,GNB,1966,0
10787,Guinea-Bissau,GNB,1967,0
10788,Guinea-Bissau,GNB,1968,0
10789,Guinea-Bissau,GNB,1969,0
10790,Guinea-Bissau,GNB,1970,0
10791,Guinea-Bissau,GNB,1971,0
10792,Guinea-Bissau,GNB,1972,0
10793,Guinea-Bissau,GNB,1973,0
10794,Guinea-Bissau,GNB,1974,0
10795,Guinea-Bissau,GNB,1975,0
10796,Guinea-Bissau,GNB,1976,0
10797,Guinea-Bissau,GNB,1977,0
10798,Guinea-Bissau,GNB,1978,0
10799,Guinea-Bissau,GNB,1979,0
10800,Guinea-Bissau,GNB,1980,0
10801,Guinea-Bissau,GNB,1981,0
10802,Guinea-Bissau,GNB,1982,0
10803,Guinea-Bissau,GNB,1983,0
10804,Guinea-Bissau,GNB,1984,0
10805,Guinea-Bissau,GNB,1985,0
10806,Guinea-Bissau,GNB,1986,0
10807,Guinea-Bissau,GNB,1987,0
10808,Guinea-Bissau,GNB,1988,0
10809,Guinea-Bissau,GNB,1989,0
10902,Guyana,GUY,1961,0
10903,Guyana,GUY,1962,0
10904,Guyana,GUY,1963,0
10905,Guyana,GUY,1964,0
10906,Guyana,GUY,1965,0
10907,Guyana,GUY,1966,1
10908,Guyana,GUY,1967,1
10909,Guyana,GUY,1968,1
10910,Guyana,GUY,1969,1
10911,Guyana,GUY,1970,1
10912,Guyana,GUY,1971,1
10913,Guyana,GUY,1972,1
10914,Guyana,GUY,1973,1
10915,Guyana,GUY,1974,1
10916,Guyana,GUY,1975,1
10917,Guyana,GUY,1976,1
10918,Guyana,GUY,1977,1
10919,Guyana,GUY,1978,1
10920,Guyana,GUY,1979,1
10921,Guyana,GUY,1980,1
10922,Guyana,GUY,1981,1
10923,Guyana,GUY,1982,1
10924,Guyana,GUY,1983,1
10925,Guyana,GUY,1984,1
10926,Guyana,GUY,1985,1
10927,Guyana,GUY,1986,1
10928,Guyana,GUY,1987,1
10929,Guyana,GUY,1988,1
10930,Guyana,GUY,1989,1
11134,Haiti,HTI,1961,0
11135,Haiti,HTI,1962,0
11136,Haiti,HTI,1963,0
11137,Haiti,HTI,1964,0
11138,Haiti,HTI,1965,0
11139,Haiti,HTI,1966,0
11140,Haiti,HTI,1967,0
11141,Haiti,HTI,1968,0
11142,Haiti,HTI,1969,0
11143,Haiti,HTI,1970,0
11144,Haiti,HTI,1971,0
11145,Haiti,HTI,1972,0
11146,Haiti,HTI,1973,0
11147,Haiti,HTI,1974,0
11148,Haiti,HTI,1975,0
11149,Haiti,HTI,1976,0
11150,Haiti,HTI,1977,0
11151,Haiti,HTI,1978,0
11152,Haiti,HTI,1979,0
11153,Haiti,HTI,1980,0
11154,Haiti,HTI,1981,0
11155,Haiti,HTI,1982,0
11156,Haiti,HTI,1983,0
11157,Haiti,HTI,1984,0
11158,Haiti,HTI,1985,0
11159,Haiti,HTI,1986,0
11160,Haiti,HTI,1987,0
11161,Haiti,HTI,1988,1
11162,Haiti,HTI,1989,0
11463,Honduras,HND,1961,0
11464,Honduras,HND,1962,0
11465,Honduras,HND,1963,0
11466,Honduras,HND,1964,0
11467,Honduras,HND,1965,1
11468,Honduras,HND,1966,0
11469,Honduras,HND,1967,0
11470,Honduras,HND,1968,0
11471,Honduras,HND,1969,0
11472,Honduras,HND,1970,0
11473,Honduras,HND,1971,1
11474,Honduras,HND,1972,0
11475,Honduras,HND,1973,0
11476,Honduras,HND,1974,0
11477,Honduras,HND,1975,0
11478,Honduras,HND,1976,0
11479,Honduras,HND,1977,0
11480,Honduras,HND,1978,0
11481,Honduras,HND,1979,0
11482,Honduras,HND,1980,0
11483,Honduras,HND,1981,0
11484,Honduras,HND,1982,1
11485,Honduras,HND,1983,1
11486,Honduras,HND,1984,1
11487,Honduras,HND,1985,1
11488,Honduras,HND,1986,1
11489,Honduras,HND,1987,1
11490,Honduras,HND,1988,1
11491,Honduras,HND,1989,1
11584,Hong Kong,HKG,1961,0
11585,Hong Kong,HKG,1962,0
11586,Hong Kong,HKG,1963,0
11587,Hong Kong,HKG,1964,0
11588,Hong Kong,HKG,1965,0
11589,Hong Kong,HKG,1966,0
11590,Hong Kong,HKG,1967,0
11591,Hong Kong,HKG,1968,0
11592,Hong Kong,HKG,1969,0
11593,Hong Kong,HKG,1970,0
11594,Hong Kong,HKG,1971,0
11595,Hong Kong,HKG,1972,0
11596,Hong Kong,HKG,1973,0
11597,Hong Kong,HKG,1974,0
11598,Hong Kong,HKG,1975,0
11599,Hong Kong,HKG,1976,0
11600,Hong Kong,HKG,1977,0
11601,Hong Kong,HKG,1978,0
11602,Hong Kong,HKG,1979,0
11603,Hong Kong,HKG,1980,0
11604,Hong Kong,HKG,1981,0
11605,Hong Kong,HKG,1982,0
11606,Hong Kong,HKG,1983,0
11607,Hong Kong,HKG,1984,0
11608,Hong Kong,HKG,1985,0
11609,Hong Kong,HKG,1986,0
11610,Hong Kong,HKG,1987,0
11611,Hong Kong,HKG,1988,0
11612,Hong Kong,HKG,1989,0
11816,Hungary,HUN,1961,0
11817,Hungary,HUN,1962,0
11818,Hungary,HUN,1963,0
11819,Hungary,HUN,1964,0
11820,Hungary,HUN,1965,0
11821,Hungary,HUN,1966,0
11822,Hungary,HUN,1967,0
11823,Hungary,HUN,1968,0
11824,Hungary,HUN,1969,0
11825,Hungary,HUN,1970,0
11826,Hungary,HUN,1971,0
11827,Hungary,HUN,1972,0
11828,Hungary,HUN,1973,0
11829,Hungary,HUN,1974,0
11830,Hungary,HUN,1975,0
11831,Hungary,HUN,1976,0
11832,Hungary,HUN,1977,0
11833,Hungary,HUN,1978,0
11834,Hungary,HUN,1979,0
11835,Hungary,HUN,1980,0
11836,Hungary,HUN,1981,0
11837,Hungary,HUN,1982,0
11838,Hungary,HUN,1983,0
11839,Hungary,HUN,1984,0
11840,Hungary,HUN,1985,0
11841,Hungary,HUN,1986,0
11842,Hungary,HUN,1987,0
11843,Hungary,HUN,1988,0
11844,Hungary,HUN,1989,1
11937,Iceland,ISL,1961,3
11938,Iceland,ISL,1962,3
11939,Iceland,ISL,1963,3
11940,Iceland,ISL,1964,3
11941,Iceland,ISL,1965,3
11942,Iceland,ISL,1966,3
11943,Iceland,ISL,1967,3
11944,Iceland,ISL,1968,3
11945,Iceland,ISL,1969,3
11946,Iceland,ISL,1970,3
11947,Iceland,ISL,1971,3
11948,Iceland,ISL,1972,3
11949,Iceland,ISL,1973,3
11950,Iceland,ISL,1974,3
11951,Iceland,ISL,1975,3
11952,Iceland,ISL,1976,3
11953,Iceland,ISL,1977,3
11954,Iceland,ISL,1978,3
11955,Iceland,ISL,1979,3
11956,Iceland,ISL,1980,3
11957,Iceland,ISL,1981,3
11958,Iceland,ISL,1982,3
11959,Iceland,ISL,1983,3
11960,Iceland,ISL,1984,3
11961,Iceland,ISL,1985,3
11962,Iceland,ISL,1986,3
11963,Iceland,ISL,1987,3
11964,Iceland,ISL,1988,3
11965,Iceland,ISL,1989,3
12169,India,IND,1961,2
12170,India,IND,1962,2
12171,India,IND,1963,2
12172,India,IND,1964,2
12173,India,IND,1965,2
12174,India,IND,1966,2
12175,India,IND,1967,2
12176,India,IND,1968,2
12177,India,IND,1969,2
12178,India,IND,1970,2
12179,India,IND,1971,2
12180,India,IND,1972,2
12181,India,IND,1973,2
12182,India,IND,1974,2
12183,India,IND,1975,1
12184,India,IND,1976,1
12185,India,IND,1977,2
12186,India,IND,1978,2
12187,India,IND,1979,2
12188,India,IND,1980,2
12189,India,IND,1981,2
12190,India,IND,1982,2
12191,India,IND,1983,2
12192,India,IND,1984,2
12193,India,IND,1985,2
12194,India,IND,1986,2
12195,India,IND,1987,2
12196,India,IND,1988,2
12197,India,IND,1989,2
12390,Indonesia,IDN,1961,0
12391,Indonesia,IDN,1962,0
12392,Indonesia,IDN,1963,0
12393,Indonesia,IDN,1964,0
12394,Indonesia,IDN,1965,0
12395,Indonesia,IDN,1966,0
12396,Indonesia,IDN,1967,0
12397,Indonesia,IDN,1968,0
12398,Indonesia,IDN,1969,0
12399,Indonesia,IDN,1970,0
12400,Indonesia,IDN,1971,1
12401,Indonesia,IDN,1972,1
12402,Indonesia,IDN,1973,1
12403,Indonesia,IDN,1974,1
12404,Indonesia,IDN,1975,1
12405,Indonesia,IDN,1976,1
12406,Indonesia,IDN,1977,1
12407,Indonesia,IDN,1978,1
12408,Indonesia,IDN,1979,1
12409,Indonesia,IDN,1980,1
12410,Indonesia,IDN,1981,1
12411,Indonesia,IDN,1982,1
12412,Indonesia,IDN,1983,1
12413,Indonesia,IDN,1984,1
12414,Indonesia,IDN,1985,1
12415,Indonesia,IDN,1986,1
12416,Indonesia,IDN,1987,1
12417,Indonesia,IDN,1988,1
12418,Indonesia,IDN,1989,1
12511,Iran,IRN,1961,0
12512,Iran,IRN,1962,0
12513,Iran,IRN,1963,0
12514,Iran,IRN,1964,0
12515,Iran,IRN,1965,0
12516,Iran,IRN,1966,0
12517,Iran,IRN,1967,0
12518,Iran,IRN,1968,0
12519,Iran,IRN,1969,0
12520,Iran,IRN,1970,0
12521,Iran,IRN,1971,0
12522,Iran,IRN,1972,0
12523,Iran,IRN,1973,0
12524,Iran,IRN,1974,0
12525,Iran,IRN,1975,0
12526,Iran,IRN,1976,0
12527,Iran,IRN,1977,0
12528,Iran,IRN,1978,0
12529,Iran,IRN,1979,0
12530,Iran,IRN,1980,0
12531,Iran,IRN,1981,0
12532,Iran,IRN,1982,0
12533,Iran,IRN,1983,0
12534,Iran,IRN,1984,0
12535,Iran,IRN,1985,0
12536,Iran,IRN,1986,1
12537,Iran,IRN,1987,1
12538,Iran,IRN,1988,1
12539,Iran,IRN,1989,1
12743,Iraq,IRQ,1961,0
12744,Iraq,IRQ,1962,0
12745,Iraq,IRQ,1963,0
12746,Iraq,IRQ,1964,0
12747,Iraq,IRQ,1965,0
12748,Iraq,IRQ,1966,0
12749,Iraq,IRQ,1967,0
12750,Iraq,IRQ,1968,0
12751,Iraq,IRQ,1969,0
12752,Iraq,IRQ,1970,0
12753,Iraq,IRQ,1971,0
12754,Iraq,IRQ,1972,0
12755,Iraq,IRQ,1973,0
12756,Iraq,IRQ,1974,0
12757,Iraq,IRQ,1975,0
12758,Iraq,IRQ,1976,0
12759,Iraq,IRQ,1977,0
12760,Iraq,IRQ,1978,0
12761,Iraq,IRQ,1979,0
12762,Iraq,IRQ,1980,0
12763,Iraq,IRQ,1981,0
12764,Iraq,IRQ,1982,0
12765,Iraq,IRQ,1983,0
12766,Iraq,IRQ,1984,0
12767,Iraq,IRQ,1985,0
12768,Iraq,IRQ,1986,0
12769,Iraq,IRQ,1987,0
12770,Iraq,IRQ,1988,0
12771,Iraq,IRQ,1989,0
12975,Ireland,IRL,1961,3
12976,Ireland,IRL,1962,3
12977,Ireland,IRL,1963,3
12978,Ireland,IRL,1964,3
12979,Ireland,IRL,1965,3
12980,Ireland,IRL,1966,3
12981,Ireland,IRL,1967,3
12982,Ireland,IRL,1968,3
12983,Ireland,IRL,1969,3
12984,Ireland,IRL,1970,3
12985,Ireland,IRL,1971,3
12986,Ireland,IRL,1972,3
12987,Ireland,IRL,1973,3
12988,Ireland,IRL,1974,3
12989,Ireland,IRL,1975,3
12990,Ireland,IRL,1976,3
12991,Ireland,IRL,1977,3
12992,Ireland,IRL,1978,3
12993,Ireland,IRL,1979,3
12994,Ireland,IRL,1980,3
12995,Ireland,IRL,1981,3
12996,Ireland,IRL,1982,3
12997,Ireland,IRL,1983,3
12998,Ireland,IRL,1984,3
12999,Ireland,IRL,1985,3
13000,Ireland,IRL,1986,3
13001,Ireland,IRL,1987,3
13002,Ireland,IRL,1988,3
13003,Ireland,IRL,1989,3
13179,Israel,ISR,1961,2
13180,Israel,ISR,1962,2
13181,Israel,ISR,1963,2
13182,Israel,ISR,1964,2
13183,Israel,ISR,1965,2
13184,Israel,ISR,1966,3
13185,Israel,ISR,1967,3
13186,Israel,ISR,1968,3
13187,Israel,ISR,1969,3
13188,Israel,ISR,1970,3
13189,Israel,ISR,1971,3
13190,Israel,ISR,1972,3
13191,Israel,ISR,1973,3
13192,Israel,ISR,1974,3
13193,Israel,ISR,1975,3
13194,Israel,ISR,1976,3
13195,Israel,ISR,1977,3
13196,Israel,ISR,1978,3
13197,Israel,ISR,1979,3
13198,Israel,ISR,1980,3
13199,Israel,ISR,1981,3
13200,Israel,ISR,1982,3
13201,Israel,ISR,1983,3
13202,Israel,ISR,1984,3
13203,Israel,ISR,1985,3
13204,Israel,ISR,1986,3
13205,Israel,ISR,1987,3
13206,Israel,ISR,1988,3
13207,Israel,ISR,1989,3
13385,Italy,ITA,1961,2
13386,Italy,ITA,1962,2
13387,Italy,ITA,1963,2
13388,Italy,ITA,1964,2
13389,Italy,ITA,1965,2
13390,Italy,ITA,1966,2
13391,Italy,ITA,1967,2
13392,Italy,ITA,1968,2
13393,Italy,ITA,1969,2
13394,Italy,ITA,1970,3
13395,Italy,ITA,1971,3
13396,Italy,ITA,1972,3
13397,Italy,ITA,1973,3
13398,Italy,ITA,1974,3
13399,Italy,ITA,1975,3
13400,Italy,ITA,1976,3
13401,Italy,ITA,1977,3
13402,Italy,ITA,1978,3
13403,Italy,ITA,1979,3
13404,Italy,ITA,1980,3
13405,Italy,ITA,1981,3
13406,Italy,ITA,1982,3
13407,Italy,ITA,1983,3
13408,Italy,ITA,1984,3
13409,Italy,ITA,1985,3
13410,Italy,ITA,1986,3
13411,Italy,ITA,1987,3
13412,Italy,ITA,1988,3
13413,Italy,ITA,1989,3
13506,Jamaica,JAM,1961,2
13507,Jamaica,JAM,1962,2
13508,Jamaica,JAM,1963,2
13509,Jamaica,JAM,1964,2
13510,Jamaica,JAM,1965,2
13511,Jamaica,JAM,1966,2
13512,Jamaica,JAM,1967,2
13513,Jamaica,JAM,1968,2
13514,Jamaica,JAM,1969,2
13515,Jamaica,JAM,1970,2
13516,Jamaica,JAM,1971,2
13517,Jamaica,JAM,1972,2
13518,Jamaica,JAM,1973,2
13519,Jamaica,JAM,1974,2
13520,Jamaica,JAM,1975,2
13521,Jamaica,JAM,1976,2
13522,Jamaica,JAM,1977,1
13523,Jamaica,JAM,1978,1
13524,Jamaica,JAM,1979,1
13525,Jamaica,JAM,1980,1
13526,Jamaica,JAM,1981,1
13527,Jamaica,JAM,1982,1
13528,Jamaica,JAM,1983,1
13529,Jamaica,JAM,1984,2
13530,Jamaica,JAM,1985,2
13531,Jamaica,JAM,1986,2
13532,Jamaica,JAM,1987,2
13533,Jamaica,JAM,1988,2
13534,Jamaica,JAM,1989,2
13738,Japan,JPN,1961,3
13739,Japan,JPN,1962,3
13740,Japan,JPN,1963,3
13741,Japan,JPN,1964,3
13742,Japan,JPN,1965,3
13743,Japan,JPN,1966,3
13744,Japan,JPN,1967,3
13745,Japan,JPN,1968,3
13746,Japan,JPN,1969,3
13747,Japan,JPN,1970,3
13748,Japan,JPN,1971,3
13749,Japan,JPN,1972,3
13750,Japan,JPN,1973,3
13751,Japan,JPN,1974,3
13752,Japan,JPN,1975,3
13753,Japan,JPN,1976,3
13754,Japan,JPN,1977,3
13755,Japan,JPN,1978,3
13756,Japan,JPN,1979,3
13757,Japan,JPN,1980,3
13758,Japan,JPN,1981,3
13759,Japan,JPN,1982,3
13760,Japan,JPN,1983,3
13761,Japan,JPN,1984,3
13762,Japan,JPN,1985,3
13763,Japan,JPN,1986,3
13764,Japan,JPN,1987,3
13765,Japan,JPN,1988,3
13766,Japan,JPN,1989,3
13837,Jordan,JOR,1961,0
13838,Jordan,JOR,1962,0
13839,Jordan,JOR,1963,0
13840,Jordan,JOR,1964,0
13841,Jordan,JOR,1965,0
13842,Jordan,JOR,1966,0
13843,Jordan,JOR,1967,0
13844,Jordan,JOR,1968,0
13845,Jordan,JOR,1969,0
13846,Jordan,JOR,1970,0
13847,Jordan,JOR,1971,0
13848,Jordan,JOR,1972,0
13849,Jordan,JOR,1973,0
13850,Jordan,JOR,1974,0
13851,Jordan,JOR,1975,0
13852,Jordan,JOR,1976,0
13853,Jordan,JOR,1977,0
13854,Jordan,JOR,1978,0
13855,Jordan,JOR,1979,0
13856,Jordan,JOR,1980,0
13857,Jordan,JOR,1981,0
13858,Jordan,JOR,1982,0
13859,Jordan,JOR,1983,0
13860,Jordan,JOR,1984,0
13861,Jordan,JOR,1985,0
13862,Jordan,JOR,1986,0
13863,Jordan,JOR,1987,0
13864,Jordan,JOR,1988,0
13865,Jordan,JOR,1989,0
14069,Kazakhstan,KAZ,1961,0
14070,Kazakhstan,KAZ,1962,0
14071,Kazakhstan,KAZ,1963,0
14072,Kazakhstan,KAZ,1964,0
14073,Kazakhstan,KAZ,1965,0
14074,Kazakhstan,KAZ,1966,0
14075,Kazakhstan,KAZ,1967,0
14076,Kazakhstan,KAZ,1968,0
14077,Kazakhstan,KAZ,1969,0
14078,Kazakhstan,KAZ,1970,0
14079,Kazakhstan,KAZ,1971,0
14080,Kazakhstan,KAZ,1972,0
14081,Kazakhstan,KAZ,1973,0
14082,Kazakhstan,KAZ,1974,0
14083,Kazakhstan,KAZ,1975,0
14084,Kazakhstan,KAZ,1976,0
14085,Kazakhstan,KAZ,1977,0
14086,Kazakhstan,KAZ,1978,0
14087,Kazakhstan,KAZ,1979,0
14088,Kazakhstan,KAZ,1980,0
14089,Kazakhstan,KAZ,1981,0
14090,Kazakhstan,KAZ,1982,0
14091,Kazakhstan,KAZ,1983,0
14092,Kazakhstan,KAZ,1984,0
14093,Kazakhstan,KAZ,1985,0
14094,Kazakhstan,KAZ,1986,0
14095,Kazakhstan,KAZ,1987,0
14096,Kazakhstan,KAZ,1988,0
14097,Kazakhstan,KAZ,1989,0
14190,Kenya,KEN,1961,0
14191,Kenya,KEN,1962,0
14192,Kenya,KEN,1963,1
14193,Kenya,KEN,1964,1
14194,Kenya,KEN,1965,1
14195,Kenya,KEN,1966,1
14196,Kenya,KEN,1967,1
14197,Kenya,KEN,1968,1
14198,Kenya,KEN,1969,1
14199,Kenya,KEN,1970,1
14200,Kenya,KEN,1971,1
14201,Kenya,KEN,1972,1
14202,Kenya,KEN,1973,1
14203,Kenya,KEN,1974,1
14204,Kenya,KEN,1975,1
14205,Kenya,KEN,1976,1
14206,Kenya,KEN,1977,1
14207,Kenya,KEN,1978,1
14208,Kenya,KEN,1979,1
